tenderid,tenderrefno,title,description,groupid,procurement_amount_pacamt,tendercurrency,bidcurrency,createdate_iso,updatedate_iso,publishdate_iso,issuing_authority_name,issuing_authority_designation,issuing_organization_name,issuing_organization_code,issuing_address,issuing_email,issuing_contact_no,approving_authority_name,approving_authority_designation,approving_organization_name,approving_organization_code,emd_amount,tender_fee_amount,tender_processing_fee_amount
18407,BSMCL-08/2021-22/BETTIHA/CLUSTER-06,"EC APPROVED SANDGHATS OF BETTIHA (CLUSTER-06)
KHAIRA GHAT, BINAKI KHAIRA GHAT, MACHAHA CHILWANIYA GHAT & BALUHI KHAIRA GHAT (MINEABLE QUANTITY -476153.75 CFT).","EC APPROVED SANDGHATS OF BETTIHA (CLUSTER-06)
KHAIRA GHAT, BINAKI KHAIRA GHAT, MACHAHA CHILWANIYA GHAT & BALUHI KHAIRA GHAT (MINEABLE QUANTITY -476153.75 CFT).",2598,15182522.0,INR,INR,2022-01-22T09:24:31.493000+00:00,2022-01-30T07:31:00+00:00,2022-01-22T10:39:52+00:00,ANIL KUMAR,MDO,Bihar State Mining Corporation Limited,BSMCL,"VIKASH BHAWAN, PATNA",bih.minescorp@gmail.com,9386768129,ANIL KUMAR,MDO,Bihar State Mining Corporation Limited,BSMCL,3795631,29500,3540
18414,NIT NO- 05/2021-22/MDB,"Construction, Supply, Testing & commissioning of remaining works for smooth running of Water Supply Schemes with Electric Driven Pumps  on turn-key basis with 3 months Trial Run after Commissioning and Comprehensive Operation and Maintenance of 60 months after successful completion of Trial Run Period under Mukhya mantri Nishchay Yojna (Non-Quality ) Yojna  under P.H.Division, Madhubani . in block-Pandaul,Panchayat-Sakari West, ward-3,9,10,12,13 &14.","Construction, Supply, Testing & commissioning of remaining works for smooth running of Water Supply Schemes with Electric Driven Pumps  on turn-key basis with 3 months Trial Run after Commissioning and Comprehensive Operation and Maintenance of 60 months after successful completion of Trial Run Period under Mukhya mantri Nishchay Yojna (Non-Quality ) Yojna  under P.H.Division, Madhubani . in block-Pandaul,Panchayat-Sakari West, ward-3,9,10,12,13 &14.",2463,12430500.0,INR,INR,2022-01-22T14:14:42.144000+00:00,2022-02-12T10:36:06+00:00,2022-01-24T13:29:42+00:00,Santosh Kumar,Executive Engineer,PH Division Madhubani,PHDIVMDB,"Khadi Bhandar Road, Near Court , Madhubani- 847211",eephdivisionmadhubani@gmail.com,9123443050,Manoj Kumar,SE,Public Health Engineering Dept,Public Health Engineering Dept,245000,10000,3540
18426,NIT09/2021-22/GR-01,Extension work of water pipeline from house of S.H. ved Prakash to house of D.N. Singh in ward number 5 under Nagar Parishad phulwari Sharif,Extension work of water pipeline from house of S.H. ved Prakash to house of D.N. Singh in ward number 5 under Nagar Parishad phulwari Sharif,2462,228266.0,INR,INR,2022-01-24T10:41:18.628000+00:00,2022-02-09T07:07:28+00:00,2022-01-24T10:49:29+00:00,"Manoj Kumar, EO","EO, Municipal Council, Aurangabad",Nagar Parishad Aurangabad,Nagar Parishad Aurangabad,"Near Block More, Nagar Parishad Aurangabad",aurangabad.ulb@gmail.com,9431094362,MANOJ KUMAR,"EXECUTIVE OFFICER, Nagar Parishad Aurangabad",Nagar Parishad Aurangabad,AMC,4600,500,590
18427,NIT09/2021-22/GR-02,Extension work of water pipeline from murgia tola purani masjid to Irshad Sahab gali more 48 meter in ward number 25 under Nagar Parishad phulwari Sharif,Extension work of water pipeline from murgia tola purani masjid to Irshad Sahab gali more 48 meter in ward number 25 under Nagar Parishad phulwari Sharif,2462,112474.0,INR,INR,2022-01-24T10:50:26.290000+00:00,2022-01-30T09:31:00+00:00,2022-01-24T10:55:44+00:00,"Manoj Kumar, EO","EO, Municipal Council, Aurangabad",Nagar Parishad Aurangabad,Nagar Parishad Aurangabad,"Near Block More, Nagar Parishad Aurangabad",aurangabad.ulb@gmail.com,9431094362,MANOJ KUMAR,"EXECUTIVE OFFICER, Nagar Parishad Aurangabad",Nagar Parishad Aurangabad,AMC,2300,500,590
18428,NIT09/2021-22/GR-03,Extension work of water pipeline in new millat colony nehal grill shop to Mili masjid more 90 meter in ward number 2 under Nagar Parishad phulwari Sharif,Extension work of water pipeline in new millat colony nehal grill shop to Mili masjid more 90 meter in ward number 2 under Nagar Parishad phulwari Sharif,2462,143026.0,INR,INR,2022-01-24T10:56:50.357000+00:00,2022-02-09T07:20:46+00:00,2022-01-24T10:59:43+00:00,"Manoj Kumar, EO","EO, Municipal Council, Aurangabad",Nagar Parishad Aurangabad,Nagar Parishad Aurangabad,"Near Block More, Nagar Parishad Aurangabad",aurangabad.ulb@gmail.com,9431094362,MANOJ KUMAR,"EXECUTIVE OFFICER, Nagar Parishad Aurangabad",Nagar Parishad Aurangabad,AMC,2900,500,590
18431,NIT09/2021-22/GR-06,Extension of work of water pipeline from tamtam padaw domaru hotel and from in Imart Shariya boundary Hiralal Mahato to TamTam Padaw under Nagar Parishad phulwari Sharif,Extension of work of water pipeline from tamtam padaw domaru hotel and from in Imart Shariya boundary Hiralal Mahato to TamTam Padaw under Nagar Parishad phulwari Sharif,2462,423214.0,INR,INR,2022-01-24T11:06:48.673000+00:00,2022-02-09T07:59:25+00:00,2022-01-24T11:10:18+00:00,"Manoj Kumar, EO","EO, Municipal Council, Aurangabad",Nagar Parishad Aurangabad,Nagar Parishad Aurangabad,"Near Block More, Nagar Parishad Aurangabad",aurangabad.ulb@gmail.com,9431094362,MANOJ KUMAR,"EXECUTIVE OFFICER, Nagar Parishad Aurangabad",Nagar Parishad Aurangabad,AMC,8500,750,590
18432,NIT09/2021-22/GR-07,Extension work of water pipeline from house of Rambabu Chaudhari to house of Nageshwar Singh via Ram Janki Mandir kabristan boundary 280 metre in ward number 5 under Nagar Parishad phulwari Sharif,Extension work of water pipeline from house of Rambabu Chaudhari to house of Nageshwar Singh via Ram Janki Mandir kabristan boundary 280 metre in ward number 5 under Nagar Parishad phulwari Sharif,2462,423685.0,INR,INR,2022-01-24T11:10:55.746000+00:00,2022-02-09T08:04:24+00:00,2022-01-24T11:13:50+00:00,"Manoj Kumar, EO","EO, Municipal Council, Aurangabad",Nagar Parishad Aurangabad,Nagar Parishad Aurangabad,"Near Block More, Nagar Parishad Aurangabad",aurangabad.ulb@gmail.com,9431094362,MANOJ KUMAR,"EXECUTIVE OFFICER, Nagar Parishad Aurangabad",Nagar Parishad Aurangabad,AMC,8500,750,590
18433,NIT: 13/EEE/D/PMC/2021,"Estimate for dismantling, supply , erection and commissioning of Gulbi Ghat (Unit-III) old unit electric crematorium under PMC","Estimate for dismantling, supply , erection and commissioning of Gulbi Ghat (Unit-III) old unit electric crematorium under PMC",2462,4875000.0,INR,INR,2022-01-24T15:46:25.817000+00:00,2022-02-05T16:46:33+00:00,2022-01-24T16:03:32+00:00,"EXCUETIVE ENGINEER, ELECTRICAL DIVISION, PMC",EE,"Electrical Division,Patna Municipal Corporation,Patna",EEEDIVPMCPATNA,"electric division , 4th floor, c-block, Mauryalok Patna",eeepmcpatna@gmail.com,9264447431,"EXECUTIVE ENGINEER, ELECTRICAL DIVISION, PMC",EE,"Electrical Division,Patna Municipal Corporation,Patna",EEEDPMC,98000,5000,590
18469,NIT09/2021-22/GR-05,Extension work of water pipeline and house to house connection work from house to Munna Ji to house of Imtiaz Saheb in ward number 1 under Nagar Parishad phulwari Sharif,Extension work of water pipeline and house to house connection work from house to Munna Ji to house of Imtiaz Saheb in ward number 1 under Nagar Parishad phulwari Sharif,2462,1085791.0,INR,INR,2022-01-25T11:21:41.713000+00:00,2022-02-09T07:43:16+00:00,2022-01-25T11:29:13+00:00,"Manoj Kumar, EO","EO, Municipal Council, Aurangabad",Nagar Parishad Aurangabad,Nagar Parishad Aurangabad,"Near Block More, Nagar Parishad Aurangabad",aurangabad.ulb@gmail.com,9431094362,MANOJ KUMAR,"EXECUTIVE OFFICER, Nagar Parishad Aurangabad",Nagar Parishad Aurangabad,AMC,21800,2500,590
18486,NIT-07/2021-22/GROUP-01/MEHSI,"Group-01 : Construction of Over Head Tank in ward No. 01, 02, 03 & 09 near Pump Station under Nagar Panchayat Mehsi.","Group-01 : Construction of Over Head Tank in ward No. 01, 02, 03 & 09 near Pump Station under Nagar Panchayat Mehsi.",2462,2498705.0,INR,INR,2022-01-25T14:39:22.204000+00:00,2023-04-27T06:25:38+00:00,2022-01-25T19:45:38+00:00,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,NAGAR PANCHAYAT MEHSI,nagarpanchayatmehsi@yahoo.com,8864015818,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,50000,5000,590
18510,NIT-07/2021-22/GROUP-02/MEHSI,Group-02 : Construction of Over Head Tank in ward No. 04 (Part ?A? & ?B?) & 05 (Part ?A? & ?B?) near Pump Station under Nagar Panchayat Mehsi.,Group-02 : Construction of Over Head Tank in ward No. 04 (Part ?A? & ?B?) & 05 (Part ?A? & ?B?) near Pump Station under Nagar Panchayat Mehsi.,2462,2498705.0,INR,INR,2022-01-25T19:08:36.914000+00:00,2023-02-13T06:46:54+00:00,2022-01-25T19:47:35+00:00,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,NAGAR PANCHAYAT MEHSI,nagarpanchayatmehsi@yahoo.com,8864015818,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,50000,5000,590
18513,NIT-07/2021-22/GROUP-03/MEHSI,"Group-03 : Construction of Over Head Tank in ward No. 07, 08, 10 & 11 near Pump Station under Nagar Panchayat Mehsi.","Group-03 : Construction of Over Head Tank in ward No. 07, 08, 10 & 11 near Pump Station under Nagar Panchayat Mehsi.",2462,2498705.0,INR,INR,2022-01-25T19:17:59.740000+00:00,2023-06-20T09:00:26+00:00,2022-01-25T19:48:49+00:00,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,NAGAR PANCHAYAT MEHSI,nagarpanchayatmehsi@yahoo.com,8864015818,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,50000,5000,590
18514,NIT-07/2021-22/GROUP-04/MEHSI,Group-04 : Construction of Over Head Tank in ward No. 06 (Part ?A? & ?B?) & 15 (Part ?A? & ?B?) near Pump Station under Nagar Panchayat Mehsi.,Group-04 : Construction of Over Head Tank in ward No. 06 (Part ?A? & ?B?) & 15 (Part ?A? & ?B?) near Pump Station under Nagar Panchayat Mehsi.,2462,2498705.0,INR,INR,2022-01-25T19:18:16.870000+00:00,2022-11-15T09:54:46+00:00,2022-01-25T19:49:59+00:00,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,NAGAR PANCHAYAT MEHSI,nagarpanchayatmehsi@yahoo.com,8864015818,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,50000,5000,590
18515,NIT-07/2021-22/GROUP-05/MEHSI,"Group-05 : Construction of Over Head Tank in ward No. 12, 13 &14 near Pump Station under Nagar Panchayat Mehsi.","Group-05 : Construction of Over Head Tank in ward No. 12, 13 &14 near Pump Station under Nagar Panchayat Mehsi.",2462,1874029.0,INR,INR,2022-01-25T19:18:33.067000+00:00,2023-03-11T10:28:18+00:00,2022-01-25T19:51:16+00:00,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,NAGAR PANCHAYAT MEHSI,nagarpanchayatmehsi@yahoo.com,8864015818,SHIVANSHU SHIVESH,EXECUTIVE OFFICER,NAGAR PANCHAYAT MEHSI,NPMEHSI,37500,5000,590
18519,NIT-05/2021-22/NPR-GR01,"Door to Door collection of segregated waste from every households,shops,office,institute,hospitals,cilinic,laboratory,hotels,resturants and other establishments within 13 wards of Muncipal Panchayat Giriyak. Secondary storage and transportation of waste upto identified waste processing site at prescribed identified site for this purpose and sweeping of all public roads i.e (principal main roads,main roads, other roads) Night sweeping and cleaning of roads in commercial area,Principal Roads etc and periodic cleaning of all drainage system linked with principal main roads,main roads, other roads.etc. and disposal of waste material at notified place.","Door to Door collection of segregated waste from every households,shops,office,institute,hospitals,cilinic,laboratory,hotels,resturants and other establishments within 13 wards of Muncipal Panchayat Giriyak. Secondary storage and transportation of waste upto identified waste processing site at prescribed identified site for this purpose and sweeping of all public roads i.e (principal main roads,main roads, other roads) Night sweeping and cleaning of roads in commercial area,Principal Roads etc and periodic cleaning of all drainage system linked with principal main roads,main roads, other roads.etc. and disposal of waste material at notified place.",2463,0.0,INR,INR,2022-01-26T06:14:08.702000+00:00,2022-03-13T07:01:22+00:00,2022-01-26T07:01:16+00:00,AJEET KUMAR,EO Rajgir,NAGAR PARISHAD RAJGIR,803116,VEERAYTAN ROAD WARD 09 RAJGIR,nagarpanchayatrajgir@gmail.com,9907678437,AJEET KUMAR,EO Rajgir,NAGAR PARISHAD RAJGIR,803116,20000,5000,590
18531,NIT No. RE- 04/2021-22/DST/RRSDCE BGS,"Rashtrakavi Ramdhari Singh Dinkar College of Engineering, Begusarai invites Public tender under two bid systems for Shifting of 11 kv Barauni feeder line at Rashtrakavi Ramdhari Singh Dinkar College of Engineering, Begusara","Rashtrakavi Ramdhari Singh Dinkar College of Engineering, Begusarai invites Public tender under two bid systems for Shifting of 11 kv Barauni feeder line at Rashtrakavi Ramdhari Singh Dinkar College of Engineering, Begusara",2462,1303263.38,INR,INR,2022-01-27T05:35:01.639000+00:00,2022-01-31T09:00:34+00:00,2022-01-27T08:49:07+00:00,Dr. Om Prakash Thakur,Principal,Rashtrakavi Ramdhari Singh Dinkar College of Engineering,125,"Nh-31, PO- Ulao, PS-Singhaul, Begusarai",rrsdce@gmail.com,9431663473,Dr. Om Prakash Thakur,Principal,Rashtrakavi Ramdhari Singh Dinkar College of Engineering,125,26065,1000,590
18545,SBD/NIT-05-2021-22/FCD/BAKHTIYARPUR,"RESTORATION & ACTIVATION OF GANGA CHANNEL ALONG OLD COURSE FROM GHOSWARI GHAT TO RAMNAGAR GHAT VIA RAWAICH, SIDHI GHAT, MUKTI DHAM UNDER  BAKHTIYARPUR & ATHMALGOLA BLOCK DISTRICT PATNA(AGENDA NO. 183/19/2022)","RESTORATION & ACTIVATION OF GANGA CHANNEL ALONG OLD COURSE FROM GHOSWARI GHAT TO RAMNAGAR GHAT VIA RAWAICH, SIDHI GHAT, MUKTI DHAM UNDER  BAKHTIYARPUR & ATHMALGOLA BLOCK DISTRICT PATNA(AGENDA NO. 183/19/2022)",2462,241976357.0,INR,INR,2022-01-27T11:04:16.646000+00:00,2022-05-09T10:14:44+00:00,2022-01-27T12:00:30+00:00,RAMANUJ PRASAD SINHA,EXECUTIVE ENGINEER,WATER RESOURCES DEPARTMENT,WRD BAKHTIYARPUR,FLOOD CONTROL DIVISION BAKHTIYARPUR,EEBAKHTIYARPUR@GMAIL.COM,7463889518,SUDESH RAM,SUPERINTENDING ENGNEER (SE),WATER RESOURCES DEPARTMENT,WRD,3420000,10000,5900
18546,SBD/NIT-06-2021-22/FCD/BAKHTIYARPUR GR-01,RESTORATION & A.E. WORK OF ISSUA ZAMINDARI BUNDH & CONSTRUCTION OF 04 NOS. BOX CULVERT (1.0mx1.5m) UNDER BLOCK SARMERA DISTRICT NALANDA  (AGENDA NO. 182/06/2022),RESTORATION & A.E. WORK OF ISSUA ZAMINDARI BUNDH & CONSTRUCTION OF 04 NOS. BOX CULVERT (1.0mx1.5m) UNDER BLOCK SARMERA DISTRICT NALANDA  (AGENDA NO. 182/06/2022),2462,114813866.0,INR,INR,2022-01-27T12:01:30.883000+00:00,2022-05-09T05:26:45+00:00,2022-01-27T12:39:17+00:00,RAMANUJ PRASAD SINHA,EXECUTIVE ENGINEER,WATER RESOURCES DEPARTMENT,WRD BAKHTIYARPUR,FLOOD CONTROL DIVISION BAKHTIYARPUR,EEBAKHTIYARPUR@GMAIL.COM,7463889518,SUDESH RAM,SUPERINTENDING ENGNEER (SE),WATER RESOURCES DEPARTMENT,WRD,2149000,10000,5900
18547,SBD/NIT-06-2021-22/FCD/BAKHTIYARPUR GR-02,RESTORATION & A.E. WORK OF PENDI ZAMINDARI BUNDH & CONSTRUCTION OF 01 NO. BOX CULVERT (1.0m x 1.5m) UNDER BLOCK SARMERA DISTRICT NALANDA (AGENDA NO. 182/07/2022),RESTORATION & A.E. WORK OF PENDI ZAMINDARI BUNDH & CONSTRUCTION OF 01 NO. BOX CULVERT (1.0m x 1.5m) UNDER BLOCK SARMERA DISTRICT NALANDA (AGENDA NO. 182/07/2022),2462,63962636.0,INR,INR,2022-01-27T12:39:39.745000+00:00,2022-05-09T05:28:26+00:00,2022-01-27T12:53:43+00:00,RAMANUJ PRASAD SINHA,EXECUTIVE ENGINEER,WATER RESOURCES DEPARTMENT,WRD BAKHTIYARPUR,FLOOD CONTROL DIVISION BAKHTIYARPUR,EEBAKHTIYARPUR@GMAIL.COM,7463889518,SUDESH RAM,SUPERINTENDING ENGNEER (SE),WATER RESOURCES DEPARTMENT,WRD,1280000,10000,5900
18549,SBD/NIT-06-2021-22/FCD/BAKHTIYARPUR GR-03,RESTORATION & A.E. WORK OF SADHA ZAMINDARI BUNDH & CONSTRUCTION OF 02 NOS. BOX CULVERT (1.0m x 1.5m) UNDER BLOCK SARMERA DISTRICT NALANDA (AGENDA NO. 182/08/2022),RESTORATION & A.E. WORK OF SADHA ZAMINDARI BUNDH & CONSTRUCTION OF 02 NOS. BOX CULVERT (1.0m x 1.5m) UNDER BLOCK SARMERA DISTRICT NALANDA (AGENDA NO. 182/08/2022),2462,36975780.0,INR,INR,2022-01-27T12:54:07.186000+00:00,2022-05-09T05:29:47+00:00,2022-01-27T13:08:15+00:00,RAMANUJ PRASAD SINHA,EXECUTIVE ENGINEER,WATER RESOURCES DEPARTMENT,WRD BAKHTIYARPUR,FLOOD CONTROL DIVISION BAKHTIYARPUR,EEBAKHTIYARPUR@GMAIL.COM,7463889518,SUDESH RAM,SUPERINTENDING ENGNEER (SE),WATER RESOURCES DEPARTMENT,WRD,740000,10000,5900
18550,NIT-07-2021-22/FCD/BAKHTIYARPUR,RAISING & STRENGTHENING OF  BARI GHARIYARI  ZAMINDARI BUNDH  AND CONSTRUCTION OF 01 NOS BOX CULVERT (1.0M X 1.5M) UNDER SARMERA BLOCK NALANDA DISTRICT (Agenda No. 182/09/2022),RAISING & STRENGTHENING OF  BARI GHARIYARI  ZAMINDARI BUNDH  AND CONSTRUCTION OF 01 NOS BOX CULVERT (1.0M X 1.5M) UNDER SARMERA BLOCK NALANDA DISTRICT (Agenda No. 182/09/2022),2462,13996809.0,INR,INR,2022-01-27T13:09:16.212000+00:00,2022-03-15T05:40:39+00:00,2022-01-27T13:24:54+00:00,RAMANUJ PRASAD SINHA,EXECUTIVE ENGINEER,WATER RESOURCES DEPARTMENT,WRD BAKHTIYARPUR,FLOOD CONTROL DIVISION BAKHTIYARPUR,EEBAKHTIYARPUR@GMAIL.COM,7463889518,SUDESH RAM,SUPERINTENDING ENGNEER (SE),WATER RESOURCES DEPARTMENT,WRD,280000,10000,3540
